label,risk,heat,fills,total,cagr,maxDD,mean_mo,med_mo,worst_mo,pos_mo,ge10,n_mo,breach,breach_dt,survived
WF_k16,0.001,0.06,329,-0.06058482518362118,-0.6806172946621188,0.09669189738031567,-0.06058482518362118,-0.06058482518362118,-0.06058482518362118,0.0,0.0,1,static_dd,2023-01-21 22:59:00+00:00,False
WF_k16,0.002,0.01,194,-0.06027806434891614,-0.5967998207304221,0.13426253545916092,-0.06027806434891614,-0.06027806434891614,-0.06027806434891614,0.0,0.0,1,static_dd,2023-01-26 14:32:00+00:00,False
WF_k16,0.002,0.02,212,-0.007696680649396326,-0.15295809786772863,0.1105996404486302,-0.007696680649396326,-0.007696680649396326,-0.007696680649396326,0.0,0.0,1,daily_loss,2023-01-18 14:15:00+00:00,False
WF_k16,0.002,0.03,81,0.062398485433535544,82.23341295579282,0.0383519319433402,0.062398485433535544,0.062398485433535544,0.062398485433535544,1.0,0.0,1,daily_loss,2023-01-06 19:24:00+00:00,False
WF_k16,0.002,0.06,94,0.0463540372052087,26.385816727330077,0.0383519319433402,0.0463540372052087,0.0463540372052087,0.0463540372052087,1.0,0.0,1,daily_loss,2023-01-06 19:24:00+00:00,False
WF_k16,0.0035,0.01,134,-0.060246743563713845,-0.4676430707349707,0.1343139288304231,-0.030255017048880783,-0.030255017048880783,-0.0557907865219236,0.0,0.0,2,static_dd,2023-02-06 23:09:00+00:00,False
WF_k16,0.005,0.01,121,-0.06270455950767473,-0.4723140965127186,0.17984075238546263,-0.031841686345828235,-0.031841686345828235,-0.03776450707283885,0.0,0.0,2,static_dd,2023-02-07 19:07:00+00:00,False
WF_k16,0.005,0.02,98,0.12483495903919017,16.539306294933915,0.07293278298895599,0.12483495903919017,0.12483495903919017,0.12483495903919017,1.0,1.0,1,daily_loss,2023-01-16 15:14:00+00:00,False
WF_k16,0.0075,0.01,49,-0.06027845823679612,-0.6117769570285492,0.143123459476125,-0.06027845823679612,-0.06027845823679612,-0.06027845823679612,0.0,0.0,1,static_dd,2023-01-26 14:32:00+00:00,False
WF_k16,0.0075,0.02,63,0.09465525924149798,6.881859073033955,0.07899840463845612,0.09465525924149798,0.09465525924149798,0.09465525924149798,1.0,0.0,1,daily_loss,2023-01-17 18:53:00+00:00,False
WF_k16,0.01,0.01,30,0.03820953523837822,1.353728241149422,0.08140333404923145,0.03820953523837822,0.03820953523837822,0.03820953523837822,1.0,0.0,1,daily_loss,2023-01-17 23:38:00+00:00,False
WF_k16,0.01,0.02,55,0.18943891237440136,51.47106052732119,0.08497545657316843,0.18943891237440136,0.18943891237440136,0.18943891237440136,1.0,1.0,1,daily_loss,2023-01-17 18:52:00+00:00,False
WF_k24,0.001,0.01,389,-0.06039764948216875,-0.5694796116211509,0.1184822349808229,-0.06039764948216875,-0.06039764948216875,-0.06039764948216875,0.0,0.0,1,static_dd,2023-01-29 01:03:00+00:00,False
WF_k24,0.001,0.02,385,-0.05771620612574846,-0.7212038960918441,0.10441226513586434,-0.05771620612574846,-0.05771620612574846,-0.05771620612574846,0.0,0.0,1,daily_loss,2023-01-18 14:20:00+00:00,False
WF_k24,0.001,0.03,421,-0.06089748223575531,-0.740742765065707,0.10355750631066468,-0.06089748223575531,-0.06089748223575531,-0.06089748223575531,0.0,0.0,1,static_dd,2023-01-18 14:15:00+00:00,False
WF_k24,0.001,0.06,421,-0.06089748223575531,-0.740742765065707,0.10355750631066468,-0.06089748223575531,-0.06089748223575531,-0.06089748223575531,0.0,0.0,1,static_dd,2023-01-18 14:15:00+00:00,False
WF_k24,0.002,0.01,282,-0.06126347812150079,-0.473457896434631,0.1500810960301334,-0.030949696124905057,-0.030949696124905057,-0.048893206425698055,0.0,0.0,2,static_dd,2023-02-06 23:09:00+00:00,False
WF_k24,0.0035,0.01,525,-0.0615423273213721,-0.13656272579696704,0.15062488722625691,-0.009509626499605073,-0.003103740904480845,-0.09946719887193733,0.5,0.0,6,static_dd,2023-06-08 14:31:00+00:00,False
WF_k24,0.0035,0.02,49,0.040457413156164135,17.123236663349946,0.037432899467451305,0.040457413156164135,0.040457413156164135,0.040457413156164135,1.0,0.0,1,daily_loss,2023-01-06 22:56:00+00:00,False
WF_k24,0.005,0.01,424,-0.05845091763600574,-0.13725956559826835,0.1849146882075605,-0.010980196841556756,-0.009693834136760282,-0.08809714462685969,0.4,0.0,5,daily_loss,2023-05-30 21:27:00+00:00,False
